0	1	;
1	1.041616011	;
2	1.084963914	;
3	1.130115783	;
4	1.177146694	;
5	1.226134843	;
6	1.277161684	;
7	1.330312058	;
8	1.385674339	;
9	1.443340577	;
10	1.503406654	;
11	1.565972441	;
12	1.631141967	;
13	1.699023588	;
14	1.769730172	;
15	1.843379282	;
16	1.920093374	;
17	2	;
18	2.083232021	;
19	2.169927827	;
20	2.260231567	;
21	2.354293388	;
22	2.452269687	;
23	2.554323368	;
24	2.660624116	;
25	2.771348678	;
26	2.886681154	;
27	3.006813308	;
28	3.131944882	;
29	3.262283934	;
30	3.398047177	;
31	3.539460344	;
32	3.686758564	;
33	3.840186747	;
34	4	;
35	4.166464043	;
36	4.339855655	;
37	4.520463134	;
38	4.708586776	;
39	4.904539373	;
40	5.108646736	;
41	5.321248233	;
42	5.542697356	;
43	5.773362308	;
44	6.013626615	;
45	6.263889765	;
46	6.524567868	;
47	6.796094354	;
48	7.078920689	;
49	7.373517128	;
50	7.680373495	;
51	8	;
52	8.332928085	;
53	8.679711309	;
54	9.040926267	;
55	9.417173551	;
56	9.809078746	;
57	10.21729347	;
58	10.64249647	;
59	11.08539471	;
60	11.54672462	;
61	12.02725323	;
62	12.52777953	;
63	13.04913574	;
64	13.59218871	;
65	14.15784138	;
66	14.74703426	;
67	15.36074699	;
68	16	;
69	16.66585617	;
70	17.35942262	;
71	18.08185253	;
72	18.8343471	;
73	19.61815749	;
74	20.43458694	;
75	21.28499293	;
76	22.17078942	;
77	23.09344923	;
78	24.05450646	;
79	25.05555906	;
80	26.09827147	;
81	27.18437741	;
82	28.31568275	;
83	29.49406851	;
84	30.72149398	;
85	32	;
86	33.33171234	;
87	34.71884524	;
88	36.16370507	;
89	37.66869421	;
90	39.23631498	;
91	40.86917389	;
92	42.56998586	;
93	44.34157885	;
94	46.18689846	;
95	48.10901292	;
96	50.11111812	;
97	52.19654294	;
98	54.36875483	;
99	56.63136551	;
100	58.98813702	;
101	61.44298796	;
102	64	;
103	66.66342468	;
104	69.43769047	;
105	72.32741014	;
106	75.33738841	;
107	78.47262997	;
108	81.73834777	;
109	85.13997172	;
110	88.68315769	;
111	92.37379693	;
112	96.21802585	;
113	100.2222362	;
114	104.3930859	;
115	108.7375097	;
116	113.262731	;
117	117.976274	;
118	122.8859759	;
119	128	;
120	133.3268494	;
121	138.8753809	;
122	144.6548203	;
123	150.6747768	;
124	156.9452599	;
125	163.4766955	;
126	170.2799434	;
127	177.3663154	;
