0	1	;
1	1.071773463	;
2	1.148698355	;
3	1.231144413	;
4	1.319507911	;
5	1.414213562	;
6	1.515716567	;
7	1.624504793	;
8	1.741101127	;
9	1.866065983	;
10	2	;
11	2.143546925	;
12	2.29739671	;
13	2.462288827	;
14	2.639015822	;
15	2.828427125	;
16	3.031433133	;
17	3.249009585	;
18	3.482202253	;
19	3.732131966	;
20	4	;
21	4.28709385	;
22	4.59479342	;
23	4.924577653	;
24	5.278031643	;
25	5.656854249	;
26	6.062866266	;
27	6.498019171	;
28	6.964404506	;
29	7.464263932	;
30	8	;
31	8.5741877	;
32	9.18958684	;
33	9.849155307	;
34	10.55606329	;
35	11.3137085	;
36	12.12573253	;
37	12.99603834	;
38	13.92880901	;
39	14.92852786	;
40	16	;
41	17.1483754	;
42	18.37917368	;
43	19.69831061	;
44	21.11212657	;
45	22.627417	;
46	24.25146506	;
47	25.99207668	;
48	27.85761803	;
49	29.85705573	;
50	32	;
51	34.2967508	;
52	36.75834736	;
53	39.39662123	;
54	42.22425314	;
55	45.254834	;
56	48.50293013	;
57	51.98415337	;
58	55.71523605	;
59	59.71411146	;
60	64	;
61	68.5935016	;
62	73.51669472	;
63	78.79324245	;
64	84.44850629	;
65	90.50966799	;
66	97.00586026	;
67	103.9683067	;
68	111.4304721	;
69	119.4282229	;
70	128	;
71	137.1870032	;
72	147.0333894	;
73	157.5864849	;
74	168.8970126	;
75	181.019336	;
76	194.0117205	;
77	207.9366135	;
78	222.8609442	;
79	238.8564458	;
80	256	;
81	274.3740064	;
82	294.0667789	;
83	315.1729698	;
84	337.7940252	;
85	362.038672	;
86	388.023441	;
87	415.8732269	;
88	445.7218884	;
89	477.7128917	;
90	512	;
91	548.7480128	;
92	588.1335578	;
93	630.3459396	;
94	675.5880503	;
95	724.0773439	;
96	776.0468821	;
97	831.7464539	;
98	891.4437768	;
99	955.4257833	;
100	1024	;
101	1097.496026	;
102	1176.267116	;
103	1260.691879	;
104	1351.176101	;
105	1448.154688	;
106	1552.093764	;
107	1663.492908	;
108	1782.887554	;
109	1910.851567	;
110	2048	;
111	2194.992051	;
112	2352.534231	;
113	2521.383759	;
114	2702.352201	;
115	2896.309376	;
116	3104.187528	;
117	3326.985815	;
118	3565.775107	;
119	3821.703133	;
120	4096	;
121	4389.984103	;
122	4705.068462	;
123	5042.767517	;
124	5404.704403	;
125	5792.618751	;
126	6208.375056	;
127	6653.971631	;
